dried almond	tastes sweet
canned anchovies	tastes sweet
fried anchovies	tastes sweet
andouille sausage	tastes sweet
andouillette sausage	tastes sweet
kir	tastes sweet
martini with lemon juice	tastes sweet
martini	tastes sweet
aperitif with anise	tastes sweet
cooked apple	tastes sweet
apple	tastes sweet
apple juice	tastes sweet
stewed apple	tastes sweet
apple turnover	tastes sweet
dried apricot	tastes sweet
apricot juice	tastes sweet
stewed apricots	tastes sweet
apricot	tastes sweet
artichoke with vinaigrette	tastes sweet
asparagus with mayonnaise	tastes sweet
asparagus with vinaigrette	tastes sweet
avocado with lemon juice	tastes sweet
avocado with mayonnaise	tastes sweet
avocado with tuna	tastes sweet
Babybel cheese	tastes sweet
stir-fried bacon	tastes sweet
baked ham	tastes sweet
dried banana	tastes sweet
banana	tastes sweet
bass with lemon juice	tastes sweet
bavarois fruit cake	tastes sweet
beef with gravy	tastes sweet
roast beef	tastes sweet
beef bourguignon	tastes sweet
alcohol-free beer	tastes sweet
beetroot with vinaigrette	tastes sweet
cooked bell pepper	tastes sweet
marinated bell pepper	tastes sweet
black blood pudding	tastes sweet
blackberries with sugar and cream	tastes sweet
blackberry jam	tastes sweet
blackcurrant	tastes sweet
Bleu d'Auvergne	tastes sweet
Bleu d'Auvergne cheese with bread	tastes sweet
Bleu de Bresse cheese	tastes sweet
Bleu de Bresse cheese with bread	tastes sweet
blueberry	tastes sweet
blueberry jam	tastes sweet
boar	tastes sweet
bottled still water	tastes sweet
boursin cheese	tastes sweet
brandy	tastes sweet
bread with bacon	tastes sweet
breaded cod	tastes sweet
breaded cod with ketchup	tastes sweet
breaded cod with lemon juice	tastes sweet
breakfast cereals with chocolate and milk	tastes sweet
breakfast cereals with fruits	tastes sweet
breakfast cereals with milk	tastes sweet
brie cheese	tastes sweet
brillat-savarin cheese	tastes sweet
brioche	tastes sweet
broccoli	tastes sweet
broccoli purée	tastes sweet
broccoli with cream	tastes sweet
brown rice	tastes sweet
brussels sprouts	tastes sweet
bulgur	tastes sweet
bun	tastes sweet
bun with butter	tastes sweet
bun with chocolate	tastes sweet
bun with jam	tastes sweet
bun with bitter orange marmelade	tastes sweet
burbot	tastes sweet
calf with gravy	tastes sweet
roast calf	tastes sweet
grilled calf livers	tastes sweet
calf head with vinaigrette	tastes sweet
camembert cheese	tastes sweet
camembert cheese with bread	tastes sweet
cancoillotte cheese	tastes sweet
candied almond	tastes sweet
liquorice candy	tastes sweet
cantal cheese	tastes sweet
caramel custard	tastes sweet
cooked carrot	tastes sweet
carrot juice	tastes sweet
carrot	tastes sweet
Carré frais	tastes sweet
Carré frais with bread	tastes sweet
raw carrot with lemon juice	tastes sweet
carrot puree with cream	tastes sweet
dry salted cashew nut	tastes sweet
cassoulet	tastes sweet
cauliflower	tastes sweet
cauliflower with sauce	tastes sweet
celeriac purée	tastes sweet
celeriac remoulade	tastes sweet
cervelas	tastes sweet
champagne	tastes sweet
champignons crus with vinaigrette	tastes sweet
chaource cheese	tastes sweet
friands au fromage	tastes sweet
cherry	tastes sweet
chestnut	tastes sweet
chestnut purée	tastes sweet
chicken cordon bleu	tastes sweet
chicken cutlet	tastes sweet
chicken with gravy	tastes sweet
chicken roast	tastes sweet
chili con carne	tastes sweet
chinese fried rice	tastes sweet
chipolata sausage	tastes sweet
chocolate custard	tastes sweet
chocolate bar	tastes sweet
pain au chocolat	tastes sweet
chocolate cake	tastes sweet
chocolate cereal bar	tastes sweet
chocolate chip cookie	tastes sweet
chocolate croissant	tastes sweet
chocolate with nut	tastes sweet
chorizo	tastes sweet
cider	tastes sweet
clafoutis	tastes sweet
clementine	tastes sweet
cocktail with alcohol	tastes sweet
coconut	tastes sweet
steamed cod with mayonnaise	tastes sweet
grilled cod with lemon juice	tastes sweet
cod in aluminium wrapper with lemon juice	tastes sweet
cod fritters	tastes sweet
coffee with sugar	tastes sweet
coffee without sugar	tastes sweet
coffee custard	tastes sweet
cola soda	tastes sweet
comté cheese	tastes sweet
cooked ham	tastes sweet
cooked ham with salted butter	tastes sweet
cooked ham with gherkin	tastes sweet
cooked ham leg	tastes sweet
coulommiers cheese	tastes sweet
country-style bread	tastes sweet
country-style bread with butter and jam	tastes sweet
country-style bread with butter	tastes sweet
couscous	tastes sweet
semi-skimmed cow's milk	tastes sweet
brown crab with mayonnaise	tastes sweet
brown crab with vinaigrette	tastes sweet
cracker with butter and jam	tastes sweet
cracker with dairy fat	tastes sweet
cracker with jam	tastes sweet
cracker with Nutella spread	tastes sweet
cream cake	tastes sweet
crème brûlée	tastes sweet
croissant	tastes sweet
cucumber with vinaigrette	tastes sweet
custard	tastes sweet
custard tart	tastes sweet
dandelions with vinaigrette	tastes sweet
dark chocolate	tastes sweet
dried date	tastes sweet
donut	tastes sweet
dry bean	tastes sweet
dry goat cheese	tastes sweet
dry sausage	tastes sweet
dry-cured ham	tastes sweet
roast duck	tastes sweet
duck confit	tastes sweet
foie gras	tastes sweet
dumpling	tastes sweet
edam cheese	tastes sweet
egg custard	tastes sweet
eggplant	tastes sweet
emmental cheese	tastes sweet
emmental cheese with bread	tastes sweet
braised endive	tastes sweet
cooked endive with sauce	tastes sweet
endive salad	tastes sweet
endives with ham	tastes sweet
epoisses cheese	tastes sweet
ewe cheese	tastes sweet
expresso coffee	tastes sweet
extruded salty crackers	tastes sweet
fava beans	tastes sweet
sautéed fennel	tastes sweet
dried fig	tastes sweet
fig	tastes sweet
fish and seafood terrines	tastes sweet
Flamby custard	tastes sweet
flavoured sparkling water	tastes sweet
flavoured water with lemon juice	tastes sweet
iles flottantes	tastes sweet
fortified wines	tastes sweet
fourme d'ambert cheese	tastes sweet
frankfurter and knack with mustard	tastes sweet
frankfurter and knack	tastes sweet
fresh goat cheese	tastes sweet
fresh goat cheese with bread	tastes sweet
fried eggs	tastes sweet
frisée salad with vinaigrette	tastes sweet
frogs with sauce	tastes sweet
fruit cake	tastes sweet
fruit candy	tastes sweet
fruit charlotte	tastes sweet
fruit crumble	tastes sweet
fruit soda	tastes sweet
fruit sorbet	tastes sweet
fruit tart	tastes sweet
fruit-flavoured beer	tastes sweet
lambic beer	tastes sweet
